Data,Unidade Origem,Unidade Destino,Documento,Produto (Saída),Produto (Entrada),Espécie,Valor Saída (R$),Valor Entrada (R$),Diferença (R$),Qtd Saída,Qtd Entrada,Diferença Qtd,Status,Tipo de Divergência,Qualidade Match,Observações,Detalhes Produto
2025-12-03,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5074270,EQUIPO COMUM C/ INJETOR LATERAL,EQUIPO COMUM C/ INJETOR LATERAL,MATERIAIS HOSPITALARES,102.42,101.86,0.56,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5074270, Qtd:30.0)",Quantidade exata
2025-12-03,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5076918,EQUIPO COMUM C/ INJETOR LATERAL,EQUIPO COMUM C/ INJETOR LATERAL,MATERIAIS HOSPITALARES,68.28,69.04,-0.76,20.0,20.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5076918, Qtd:20.0)",Quantidade exata
2025-12-03,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5074832,EQUIPO COMUM C/ INJETOR LATERAL,EQUIPO COMUM C/ INJETOR LATERAL,MATERIAIS HOSPITALARES,68.28,69.04,-0.76,20.0,20.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5074832, Qtd:20.0)",Quantidade exata
2025-12-03,HOSPITAL CASA EVANGELICO,HOSPITAL CASA SAO BERNARDO - REDE CASA,5075134,FERROMALT + ACIDO FOLICO MASTIGAVEL (NORIPURUM FOLICO) - COM,FERROMALT+AC.FOLICO COMP. MAST. (NORIPURUM FOLICO),MEDICAMENTOS HOSPITALARES,79.2,82.02,-2.82,30.0,30.0,0.0,✅ Conforme,-,⭐ Razoável,Score:73% | Doc:✓5075134 | Prod:55% | Esp:✓ | Data:1d | Valor:~3.6%,Texto:82% | Princípio:77% | Palavras:3
2025-12-03,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5076890,LEVODOPA 125MG BD (PROLOPA) - COMP,LEVODOPA 125MG BD (PROLOPA) - COMP,MEDICAMENTOS HOSPITALARES,45.02,45.26,-0.24,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5076890, Qtd:30.0)",Quantidade exata
2025-12-03,HOSPITAL CASA EVANGELICO,CASA DE PORTUGAL - REDE CASA,5075443,LINAGLIPTINA 5 MG (TRAYENTA) - COMP,-,MEDICAMENTOS HOSPITALARES,299.67,,,30.0,,,❌ Não Conforme,Item não encontrado (Casa Portugal),-,Sem correspondência encontrada,-
2025-12-03,HOSPITAL CASA RIO LARANJEIRAS,CASA DE PORTUGAL - REDE CASA,5075344,LINEZOLIDA 600 MG 300 ML (ZYVOX) - BOLSA,-,MEDICAMENTOS HOSPITALARES,99.19,,,6.0,,,❌ Não Conforme,Item não encontrado (Casa Portugal),-,Sem correspondência encontrada,-
2025-12-03,HOSPITAL CASA EVANGELICO,HOSPITAL CASA RIO LARANJEIRAS - REDE CASA,5075797,OXACILINA 500 MG - FA,-,MEDICAMENTOS HOSPITALARES,43.72,,,10.0,,,❌ Não Conforme,Documento 5075797 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-03,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5075068,QUETIAPINA FUMARATO 25 MG (SEROQUEL) - COMP,QUETIAPINA FUMARATO 25 MG (SEROQUEL) - COMP,MEDICAMENTOS HOSPITALARES,5.61,6.88,-1.27,50.0,50.0,0.0,⚠️ Não Conforme,Valor divergente (>20%),⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5075068, Qtd:50.0)",Quantidade exata
2025-12-03,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5074832,ELETRODO DESCARTAVEL,ELETRODO DESCARTAVEL,MATERIAIS HOSPITALARES,9.69,9.66,0.03,50.0,50.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5074832, Qtd:50.0)",Quantidade exata
2025-12-03,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5076927,SORO GLICOSADO 10% 500ML - FR,SORO GLICOSADO 10% 500ML - FR,MEDICAMENTOS HOSPITALARES,173.97,154.09,19.88,30.0,30.0,0.0,⚠️ Não Conforme,Pequena divergência valor,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5076927, Qtd:30.0)",Quantidade exata
2025-12-03,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5076506,ABSORVENTE GERIATRICO,ABSORVENTE GERIATRICO,MATERIAIS HOSPITALARES,45.9,45.95,-0.05,88.0,88.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5076506, Qtd:88.0)",Quantidade exata
2025-12-03,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5074832,KIT LP16 - USO GERAL (LP16),KIT LP16 - USO GERAL (LP16),MATERIAIS HOSPITALARES,864.0,865.15,-1.15,12.0,12.0,0.0,✅ Conforme,-,⭐⭐ Bom,Score:81% | Doc:✓5074832 | Prod:69% | Esp:✓ | Data:mesma | Valor:≈,Texto:100% | Princípio:100% | Palavras:3
2025-12-03,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9385291,MASCARA DESCARTAVEL COM ELASTICO,MASCARA DESCARTAVEL COM ELASTICO,MATERIAIS HOSPITALARES,45.23,45.0,0.23,300.0,300.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9385291, Qtd:300.0)",Quantidade exata
2025-12-03,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9385289,MASCARA DESCARTAVEL COM ELASTICO,MASCARA DESCARTAVEL COM ELASTICO,MATERIAIS HOSPITALARES,45.23,45.23,0.0,300.0,300.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9385289, Qtd:300.0)",Quantidade exata
2025-12-03,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9385285,MASCARA DESCARTAVEL COM ELASTICO,MASCARA DESCARTAVEL COM ELASTICO,MATERIAIS HOSPITALARES,45.23,45.0,0.23,300.0,300.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9385285, Qtd:300.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383648,LIDOCAINA 2% S/V FR 20ML (XYLESTESIN),LIDOCAINA 2% S/V FR 20ML (XYLESTESIN),MEDICAMENTOS HOSPITALARES,190.49,180.5,9.99,50.0,50.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9383648, Qtd:50.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5070920,SORCAL  ENV 30G,SORCAL  ENV 30G,MEDICAMENTOS HOSPITALARES,240.39,240.39,0.0,10.0,10.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5070920, Qtd:10.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5070920,ALCOOL 70% ALMOTOLIA 100ML,ALCOOL 70% ALMOTOLIA 100ML,MATERIAIS HOSPITALARES,30.38,31.63,-1.25,24.0,24.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5070920, Qtd:24.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9383635,MASCARA P/ TUBERCULOSE PFF 2 / N 95 (BICO DE PATO),MASCARA N 95 (BICO DE PATO),MATERIAIS HOSPITALARES,12.46,12.46,0.0,10.0,10.0,0.0,✅ Conforme,-,⭐ Razoável,Score:72% | Doc:✓9383635 | Prod:49% | Esp:✓ | Data:mesma | Valor:≈,Texto:71% | Princípio:71% | Palavras:3
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5073293,ESCOVA DE DEGERMACAO C/ CLOREXIDINA,ESCOVA DE DEGERMACAO C/ CLOREXIDINA,MATERIAIS HOSPITALARES,143.35,145.33,-1.98,100.0,100.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5073293, Qtd:100.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383648,"APIXABANA CPR 2,5MG (ELIQUIS)","APIXABANA CPR 2,5MG (ELIQUIS)",MEDICAMENTOS HOSPITALARES,16.54,16.6,-0.06,20.0,20.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9383648, Qtd:20.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL EVANGELICO - REDE CASA,9383706,POLIMIXINA B 500.000 UI - FR/AMPOLA (POLYTEK),POLIMIXINA B 500.000 UI - (POLYTEK) - FA,MEDICAMENTOS HOSPITALARES,304.34,304.34,0.0,25.0,25.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9383706, Qtd:25.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9383716,SUGAMADEX SÓDICO FA 100 MG/ML (BRIDION),SUGAMADEX SODICO FA 100 MG/2ML (BRIDION),MEDICAMENTOS HOSPITALARES,380.58,380.58,0.0,10.0,10.0,0.0,✅ Conforme,-,⭐⭐ Bom,Score:79% | Doc:✓9383716 | Prod:65% | Esp:✓ | Data:mesma | Valor:≈,Texto:96% | Princípio:94% | Palavras:3
2025-12-02,CASA DE PORTUGAL,HOSPITAL EVANGELICO - REDE CASA,9383706,SUGAMADEX SÓDICO FA 100 MG/ML (BRIDION),SUGAMADEX SODICO FA 100 MG/2ML (BRIDION),MEDICAMENTOS HOSPITALARES,761.15,761.15,0.0,20.0,20.0,0.0,✅ Conforme,-,⭐⭐ Bom,Score:79% | Doc:✓9383706 | Prod:65% | Esp:✓ | Data:mesma | Valor:≈,Texto:96% | Princípio:94% | Palavras:3
2025-12-02,CASA DE PORTUGAL,HOSPITAL ILHA DO GOVERNADOR - REDE CASA,9383718,"PIPERACILINA + TAZOBACTAM FR 4,5G (TAZOCIN)",-,MEDICAMENTOS HOSPITALARES,1145.94,,,90.0,,,❌ Não Conforme,Documento 9383718 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-02,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9385032,"LUVA ESTÉRIL  N 7,0 (PAR)",-,MATERIAIS HOSPITALARES,3.39,,,3.0,,,❌ Não Conforme,Documento 9385032 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5072154,MICROPORE (50CM X 10M),MICROPORE (50CM X 10M),MATERIAIS HOSPITALARES,20.27,19.7,0.57,2.0,2.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5072154, Qtd:2.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,CASA DE PORTUGAL - REDE CASA,5072050,DEXPANTENOL POMADA 30G (BEPANTOL) - TB,-,MEDICAMENTOS HOSPITALARES,17.14,,,3.0,,,❌ Não Conforme,Item não encontrado (Casa Portugal),-,Sem correspondência encontrada,-
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5070923,NEOMICINA 5MG + BACITRACINA 250 MG 15G (NEBACETIN) - TUBO,NEOMICINA 5MG + BACITRACINA 250 MG 15G (NEBACETIN) - TUBO,MEDICAMENTOS HOSPITALARES,10.7,10.4,0.3,4.0,4.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5070923, Qtd:4.0)",Quantidade exata
2025-12-02,HOSPITAL CASA EVANGELICO,HOSPITAL ILHA DO GOVERNADOR LTDA - REDE CASA,5072989,DAPAGLIFLOZINA 10MG COMP - (FORXIGA),DAPAGLIFOZINA 10MG - FORXIGA,MEDICAMENTOS HOSPITALARES,108.34,110.69,-2.35,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5072989, Qtd:30.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383648,MESALAZINA COMP 400MG (MESACOL),MESALAZINA COMP 400MG (MESACOL),MEDICAMENTOS HOSPITALARES,47.01,47.1,-0.09,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9383648, Qtd:30.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5070923,NISTATINA + OXIDO DE ZINCO 60G (DERMODEX) - TUBO,NISTATINA + OXIDO DE ZINCO 60G (DERMODEX) - TUBO,MEDICAMENTOS HOSPITALARES,41.11,40.62,0.49,5.0,5.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5070923, Qtd:5.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5072154,MASCARA DESCARTAVEL COM ELASTICO,MASCARA DESCARTAVEL COM ELASTICO,MATERIAIS HOSPITALARES,12.97,12.84,0.13,100.0,100.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5072154, Qtd:100.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL ILHA DO GOVERNADOR - REDE CASA,9384263,AMOXICILINA + CLAV DE POTASSIO 1G FR (CLAVULIN),-,MEDICAMENTOS HOSPITALARES,880.92,,,100.0,,,❌ Não Conforme,Documento 9384263 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-02,HOSPITAL CASA EVANGELICO,HOSPITAL ILHA DO GOVERNADOR LTDA - REDE CASA,5072989,DEXAMETASONA 4MG (DECADRON) - COMP,DEXAMETASONA 4MG COMP - DECADRON,MEDICAMENTOS HOSPITALARES,1.75,1.75,0.0,10.0,10.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5072989, Qtd:10.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL EVANGELICO - REDE CASA,9384028,"PIPERACILINA + TAZOBACTAM FR 4,5G (TAZOCIN)",PIPERACILINA + TAZOBACTAM 4.5G (TAZOCIN) - FA,MEDICAMENTOS HOSPITALARES,3033.57,3033.56,0.01,240.0,240.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9384028, Qtd:240.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,CASA DE PORTUGAL - REDE CASA,5072050,HIDROCORTISONA 500 MG - FA,-,MEDICAMENTOS HOSPITALARES,76.95,,,21.0,,,❌ Não Conforme,Item não encontrado (Casa Portugal),-,Sem correspondência encontrada,-
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5073293,LUVA DE PROCEDIMENTO LATEX TAM. M - UNIDADE,LUVA DE PROCEDIMENTO LATEX TAM. M - UNIDADE,MATERIAIS HOSPITALARES,17.78,18.23,-0.45,100.0,100.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5073293, Qtd:100.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383648,AZITROMICINA COMP 500MG (ZITROMAX),AZITROMICINA COMP 500MG (ZITROMAX),MEDICAMENTOS HOSPITALARES,12.62,12.6,0.02,15.0,15.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9383648, Qtd:15.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9385032,SONDA DE ASPIRAÇÃO NR 14,SONDA ASPIRACAO TRAQUEAL Nº 14,MATERIAIS HOSPITALARES,1.22,1.42,-0.2,2.0,2.0,0.0,✅ Conforme,-,⭐ Razoável,Score:71% | Doc:✓9385032 | Prod:52% | Esp:✓ | Data:1d | Valor:diff16%,Texto:67% | Princípio:87% | Palavras:1
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5072154,LUVA DE PROCEDIMENTO LATEX TAM. M - UNIDADE,LUVA DE PROCEDIMENTO LATEX TAM. M - UNIDADE,MATERIAIS HOSPITALARES,88.91,91.15,-2.24,500.0,500.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5072154, Qtd:500.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL ILHA DO GOVERNADOR - REDE CASA,9384016,FIXADOR DE TUBO ENDOTRAQUEAL,-,MATERIAIS HOSPITALARES,302.5,,,25.0,,,❌ Não Conforme,Documento 9384016 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-02,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9385032,LUVA ESTÉRIL  N 8.0 (PAR),-,MATERIAIS HOSPITALARES,3.38,,,3.0,,,❌ Não Conforme,Documento 9385032 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-02,HOSPITAL CASA EVANGELICO,HOSPITAL ILHA DO GOVERNADOR LTDA - REDE CASA,5072989,DOBUTAMINA 250MG/20 ML (DOBUTREX) - AMP,DOBUTAMINA 250MG/20ML AMP - DOBUTREX,MEDICAMENTOS HOSPITALARES,55.29,55.29,0.0,10.0,10.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5072989, Qtd:10.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9383635,MASCARA DESCARTAVEL COM ELASTICO,MASCARA DESCARTAVEL COM ELASTICO,MATERIAIS HOSPITALARES,30.15,30.15,0.0,200.0,200.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9383635, Qtd:200.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5071811,COLETOR DE URINA SISTEMA FECHADO,COLETOR DE URINA SISTEMA FECHADO,MATERIAIS HOSPITALARES,33.07,33.07,0.0,5.0,5.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5071811, Qtd:5.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9385032,LUVA ESTÉRIL  N 7.5 (PAR),-,MATERIAIS HOSPITALARES,3.41,,,3.0,,,❌ Não Conforme,Documento 9385032 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-02,CASA DE PORTUGAL,HOSPITAL EVANGELICO - REDE CASA,9383633,AVENTAL DESCART MANGA LONGA/PUNHO MALHA 30GR,AVENTAL DESCART MANGA LONGA/PUNHO MALHA,MATERIAIS HOSPITALARES,444.82,444.82,0.0,150.0,150.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9383633, Qtd:150.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5071811,COMPRESSA CIRURGICA C/ RX 45X50 ( 25X28 ) ESTERIL C/5,COMPRESSA CIRURGICA C/ RX 45X50 ( 25X28 ) ESTERIL C/5,MATERIAIS HOSPITALARES,270.59,274.38,-3.79,50.0,50.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5071811, Qtd:50.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL ILHA DO GOVERNADOR - REDE CASA,9383638,AVENTAL DESCART MANGA LONGA/PUNHO MALHA 30GR,-,MATERIAIS HOSPITALARES,444.82,,,150.0,,,❌ Não Conforme,Documento 9383638 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-02,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9384343,AMOXICILINA + CLAV DE POTASSIO 1G FR (CLAVULIN),AMOXICILINA + CLAV DE POTASSIO 1G FR (CLAVULIN),MEDICAMENTOS HOSPITALARES,528.55,554.82,-26.27,60.0,60.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9384343, Qtd:60.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5073514,FRALDA GERIATRICA G,FRALDA GERIATRICA G,MATERIAIS HOSPITALARES,80.83,81.15,-0.32,45.0,45.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5073514, Qtd:45.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5073514,ABSORVENTE GERIATRICO,ABSORVENTE GERIATRICO,MATERIAIS HOSPITALARES,18.78,18.8,-0.02,36.0,36.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5073514, Qtd:36.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5073589,FRALDA GERIATRICA G,FRALDA GERIATRICA G,MATERIAIS HOSPITALARES,62.87,65.66,-2.79,35.0,35.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5073589, Qtd:35.0)",Quantidade exata
2025-12-02,HOSPITAL CASA SANTA CRUZ,CASA DE PORTUGAL - REDE CASA,5072757,PREDNISONA COMP 5MG (METICORTEN),-,MEDICAMENTOS HOSPITALARES,6.79,,,30.0,,,❌ Não Conforme,Item não encontrado (Casa Portugal),-,Sem correspondência encontrada,-
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5073589,ABSORVENTE GERIATRICO,ABSORVENTE GERIATRICO,MATERIAIS HOSPITALARES,14.6,16.25,-1.65,28.0,28.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5073589, Qtd:28.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9383710,"ENOXAPARINA SODICA SER 60MG 0,6ML(CLEXANE)(M.A.R)","ENOXAPARINA SODICA SER 60MG 0,6ML(CLEXANE)(M.A.R)",MEDICAMENTOS HOSPITALARES,134.65,134.6,0.05,10.0,10.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9383710, Qtd:10.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5070923,LANCETA P/ GLICEMIA 28G/1.8MM,LANCETA P/ GLICEMIA 28G/1.8MM,MATERIAIS HOSPITALARES,10.62,10.68,-0.06,100.0,100.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5070923, Qtd:100.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5070907,"CLORETO DE SODIO 0,9% 250ML - FR","CLORETO DE SODIO 0,9% 250ML - FR",MEDICAMENTOS HOSPITALARES,181.48,191.61,-10.13,48.0,48.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5070907, Qtd:48.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL CASA SANTA CRUZ - REDE CASA,9384269,DIPIRONA 500 MG/ML AMP 2 ML (NOVALGINA),DIPIRONA 500 MG/ML AMP 2 ML (NOVALGINA),MEDICAMENTOS HOSPITALARES,120.03,120.03,0.0,300.0,300.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9384269, Qtd:300.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5071811,AGULHA P/ RAQUI 25G X 120MM - OBESO,AGULHA P/ RAQUI 25G X 120MM - OBESO,MATERIAIS HOSPITALARES,216.91,231.59,-14.68,5.0,5.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5071811, Qtd:5.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,9384276,DIPIRONA 500 MG/ML AMP 2 ML (NOVALGINA),DIPIRONA 500 MG/ML 2 ML (NOVALGINA) - AMP,MEDICAMENTOS HOSPITALARES,200.04,200.04,0.0,500.0,500.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9384276, Qtd:500.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL EVANGELICO - REDE CASA,9384295,DIPIRONA 500 MG/ML AMP 2 ML (NOVALGINA),DIPIRONA 500 MG/ML 2 ML (NOVALGINA) - AMP,MEDICAMENTOS HOSPITALARES,280.06,280.06,0.0,700.0,700.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9384295, Qtd:700.0)",Quantidade exata
2025-12-02,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5071811,BISTURI DESCARTAVEL C/ CABO N 11,BISTURI DESCARTAVEL C/ CABO N 11,MATERIAIS HOSPITALARES,14.5,14.5,0.0,10.0,10.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5071811, Qtd:10.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL EVANGELICO - REDE CASA,9383633,MASCARA DESCARTAVEL COM ELASTICO,MASCARA DESCARTAVEL COM ELASTICO,MATERIAIS HOSPITALARES,30.15,30.15,0.0,200.0,200.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9383633, Qtd:200.0)",Quantidade exata
2025-12-02,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9383985,"INVOLUCRO PESADO AZUL 50 GR 1,20 X 1,20 - WPL 1212","INVOLUCRO SMS AZUL 50G 1,20X1,20 (WPL1212)",MATERIAIS HOSPITALARES,1478.65,1476.0,2.65,600.0,600.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9383985, Qtd:600.0)",Quantidade exata
